shipment_id,date,month,origin_port,destination_port,transport_mode,product_category,distance_km,weight_mt,fuel_price_index,geopolitical_risk_score,weather_condition,carrier_reliability_score,lead_time_days,disruption_occurred,copper__usd_per_mt
SC-10351,2024-11-19,2024-11-01,Hamburg,Busan,Road,Electronics,12919.1,497.72,3.47,4.9,Storm,0.675,28.16,1,9075.73
SC-10352,2024-09-24,2024-09-01,Busan,Antwerp,Rail,Textiles,10051.06,144.47,1.55,6.4,Rain,0.635,10.67,1,9237.48
SC-10353,2024-07-28,2024-07-01,Rotterdam,Busan,Rail,Perishables,2862.55,269.57,3.91,9.2,Rain,0.801,3.95,1,9385.31
SC-10355,2024-11-17,2024-11-01,Antwerp,Dubai,Rail,Textiles,9815.08,203.42,1.44,7.7,Clear,0.928,9.01,0,9075.73
SC-10356,2024-09-01,2024-09-01,Los Angeles,Rotterdam,Sea,Pharmaceuticals,884.41,85.41,3.79,6.0,Storm,0.73,5.2,0,9237.48
SC-10357,2024-09-28,2024-09-01,Hamburg,Los Angeles,Sea,Textiles,8993.75,488.75,2.44,9.3,Storm,0.913,54.03,1,9237.48
SC-10359,2024-05-14,2024-05-01,Busan,Antwerp,Road,Automotive,8844.38,249.67,3.29,3.2,Clear,0.626,5.92,0,10139.33
SC-10362,2024-11-03,2024-11-01,Dubai,Los Angeles,Sea,Textiles,7144.67,272.35,4.36,1.4,Storm,0.662,32.09,0,9075.73
SC-10364,2024-11-19,2024-11-01,Los Angeles,Shanghai,Road,Pharmaceuticals,14151.24,258.07,1.21,8.4,Storm,0.567,36.32,1,9075.73
SC-10365,2024-03-15,2024-03-01,Rotterdam,Antwerp,Rail,Electronics,6098.49,495.15,2.45,0.1,Clear,0.88,4.81,1,8689.13
SC-10366,2024-01-10,2024-01-01,Rotterdam,Los Angeles,Road,Automotive,14437.26,306.06,3.9,8.6,Fog,0.968,19.06,1,8338.88
SC-10370,2024-04-12,2024-04-01,Rotterdam,Singapore,Air,Automotive,1961.28,192.87,2.4,1.9,Fog,0.556,0.5,1,9464.43
SC-10371,2024-03-16,2024-03-01,Busan,Los Angeles,Sea,Electronics,764.22,174.13,4.18,6.2,Clear,0.708,1.67,0,8689.13
SC-10373,2024-08-06,2024-08-01,Singapore,Dubai,Rail,Pharmaceuticals,10403.6,391.11,2.73,4.9,Hurricane,0.719,71.01,1,8971.96
SC-10375,2024-09-28,2024-09-01,Busan,Rotterdam,Air,Perishables,5125.15,397.21,2.83,6.6,Storm,0.778,1.31,1,9237.48
SC-10376,2024-05-15,2024-05-01,Los Angeles,Shanghai,Sea,Automotive,12750.69,288.67,1.79,8.4,Storm,0.791,75.56,1,10139.33
SC-10377,2024-12-23,2024-12-01,Shanghai,Singapore,Sea,Perishables,837.44,171.69,2.89,7.2,Rain,0.928,1.46,1,8916.32
SC-10378,2024-03-11,2024-03-01,Hamburg,Dubai,Rail,Automotive,12309.79,405.18,3.89,8.3,Storm,0.654,36.66,1,8689.13
SC-10379,2024-09-07,2024-09-01,Dubai,Marseille,Sea,Pharmaceuticals,4586.89,119.91,3.76,2.0,Rain,0.911,8.75,0,9237.48
SC-10381,2024-10-18,2024-10-01,Singapore,Hamburg,Air,Pharmaceuticals,10602.69,252.75,3.54,3.2,Storm,0.65,1.33,0,9533.99
SC-10382,2024-06-10,2024-06-01,Los Angeles,Busan,Road,Perishables,9619.67,131.16,2.04,0.1,Clear,0.648,5.55,0,9648.17
SC-10386,2024-11-05,2024-11-01,Busan,Los Angeles,Road,Textiles,4589.5,223.31,1.63,2.3,Storm,0.96,9.02,0,9075.73
SC-10390,2024-01-09,2024-01-01,Shanghai,Marseille,Sea,Perishables,14862.32,70.59,4.13,1.5,Hurricane,0.671,176.04,1,8338.88
SC-10393,2024-11-02,2024-11-01,Rotterdam,Singapore,Rail,Automotive,11757.99,291.97,3.0,8.1,Hurricane,0.931,91.43,1,9075.73
SC-10395,2024-04-16,2024-04-01,Antwerp,Dubai,Sea,Perishables,13995.98,186.65,3.66,4.3,Hurricane,0.718,188.68,1,9464.43
SC-10396,2024-05-17,2024-05-01,Dubai,Singapore,Air,Perishables,12946.98,47.13,2.87,3.7,Hurricane,0.559,6.29,1,10139.33
SC-10397,2024-09-27,2024-09-01,Shanghai,Marseille,Road,Electronics,6720.41,229.49,3.34,8.0,Storm,0.708,17.31,1,9237.48
SC-10398,2024-04-28,2024-04-01,Hamburg,Shanghai,Air,Perishables,11387.63,197.85,2.86,5.3,Fog,0.919,1.15,0,9464.43
SC-10399,2024-04-19,2024-04-01,Antwerp,Busan,Road,Perishables,11440.87,433.66,2.82,6.8,Fog,0.812,13.31,1,9464.43
SC-10401,2024-06-08,2024-06-01,Antwerp,Singapore,Sea,Pharmaceuticals,13587.02,483.4,2.12,1.5,Storm,0.675,61.37,1,9648.17
SC-10402,2024-10-05,2024-10-01,Dubai,Rotterdam,Road,Textiles,7826.16,479.11,1.72,8.4,Hurricane,0.972,53.31,1,9533.99
SC-10403,2024-10-15,2024-10-01,Dubai,Marseille,Rail,Perishables,12483.63,124.57,1.85,2.0,Hurricane,0.855,76.67,1,9533.99
SC-10405,2024-08-03,2024-08-01,Busan,Shanghai,Road,Electronics,13485.09,447.88,1.71,2.5,Rain,0.713,11.76,1,8971.96
SC-10406,2024-12-17,2024-12-01,Singapore,Los Angeles,Rail,Automotive,6143.42,483.34,2.09,7.3,Clear,0.959,4.96,0,8916.32
SC-10407,2024-07-27,2024-07-01,Rotterdam,Shanghai,Rail,Pharmaceuticals,657.15,222.28,3.15,2.8,Clear,0.788,0.88,1,9385.31
SC-10410,2024-09-27,2024-09-01,Los Angeles,Rotterdam,Rail,Pharmaceuticals,5130.05,344.2,3.82,7.5,Hurricane,0.612,39.94,1,9237.48
SC-10413,2024-09-14,2024-09-01,Los Angeles,Rotterdam,Sea,Textiles,8814.85,26.78,2.15,3.1,Fog,0.751,20.93,0,9237.48
SC-10414,2024-02-22,2024-02-01,Rotterdam,Hamburg,Road,Automotive,9661.64,25.6,4.3,6.9,Storm,0.812,23.27,0,8304.95
SC-10415,2024-04-04,2024-04-01,Rotterdam,Busan,Road,Perishables,7002.46,193.76,3.92,7.5,Fog,0.604,8.86,1,9464.43
SC-10418,2024-10-10,2024-10-01,Shanghai,Busan,Rail,Automotive,10251.52,246.02,2.58,4.8,Storm,0.946,25.71,0,9533.99
SC-10419,2024-02-15,2024-02-01,Los Angeles,Singapore,Road,Electronics,11409.43,161.05,3.05,3.6,Hurricane,0.661,64.07,1,8304.95
SC-10420,2024-01-04,2024-01-01,Antwerp,Hamburg,Road,Textiles,11977.9,96.94,1.82,3.2,Storm,0.703,24.61,0,8338.88
SC-10421,2024-12-07,2024-12-01,Dubai,Shanghai,Sea,Textiles,11949.46,155.43,2.68,6.9,Rain,0.904,26.1,0,8916.32
SC-10422,2024-05-13,2024-05-01,Shanghai,Rotterdam,Rail,Textiles,1822.49,487.48,3.18,2.2,Rain,0.798,1.83,0,10139.33
SC-10424,2024-09-25,2024-09-01,Busan,Singapore,Sea,Electronics,1334.6,222.91,3.78,9.4,Clear,0.963,2.87,0,9237.48
SC-10425,2024-06-14,2024-06-01,Busan,Rotterdam,Air,Electronics,8468.17,288.7,3.97,5.7,Fog,0.768,0.5,0,9648.17
SC-10431,2024-01-10,2024-01-01,Singapore,Hamburg,Sea,Automotive,11541.9,45.2,1.47,9.8,Fog,0.704,36.21,0,8338.88
SC-10432,2024-04-24,2024-04-01,Rotterdam,Hamburg,Rail,Perishables,9464.16,338.76,3.32,6.0,Storm,0.734,26.13,1,9464.43
SC-10433,2024-03-18,2024-03-01,Rotterdam,Los Angeles,Road,Pharmaceuticals,1966.28,32.98,2.76,7.2,Clear,0.923,2.3,0,8689.13
SC-10435,2024-06-01,2024-06-01,Singapore,Rotterdam,Road,Electronics,10664.05,370.05,2.4,0.6,Fog,0.805,9.83,1,9648.17
SC-10437,2024-02-06,2024-02-01,Singapore,Shanghai,Rail,Pharmaceuticals,12416.97,420.97,2.85,0.3,Fog,0.917,13.67,0,8304.95
SC-10441,2024-05-31,2024-05-01,Antwerp,Marseille,Road,Electronics,14806.27,109.58,3.71,1.6,Storm,0.634,28.27,1,10139.33
SC-10443,2024-05-10,2024-05-01,Hamburg,Los Angeles,Rail,Textiles,5874.31,476.7,4.41,6.0,Clear,0.835,5.21,1,10139.33
SC-10444,2024-02-12,2024-02-01,Shanghai,Antwerp,Sea,Perishables,12285.59,37.26,2.08,4.6,Rain,0.609,25.32,0,8304.95
SC-10445,2024-11-11,2024-11-01,Los Angeles,Rotterdam,Road,Textiles,14235.1,100.35,3.56,3.4,Clear,0.838,10.7,0,9075.73
SC-10447,2024-02-10,2024-02-01,Busan,Marseille,Road,Automotive,11423.98,310.5,3.43,3.1,Hurricane,0.574,62.72,1,8304.95
SC-10449,2024-08-03,2024-08-01,Rotterdam,Dubai,Road,Automotive,1710.76,63.7,4.48,3.6,Rain,0.961,1.33,0,8971.96
SC-10451,2024-09-12,2024-09-01,Antwerp,Marseille,Sea,Automotive,8596.86,120.14,4.34,2.4,Clear,0.984,13.07,0,9237.48
SC-10453,2024-04-15,2024-04-01,Rotterdam,Singapore,Rail,Textiles,13642.14,206.16,4.18,5.0,Fog,0.838,18.49,1,9464.43
SC-10454,2024-12-28,2024-12-01,Hamburg,Dubai,Sea,Automotive,2112.36,352.31,3.89,1.9,Clear,0.813,2.64,0,8916.32
SC-10458,2024-06-07,2024-06-01,Shanghai,Marseille,Road,Textiles,1316.4,488.25,1.27,6.8,Fog,0.693,1.35,1,9648.17
SC-10459,2024-08-30,2024-08-01,Los Angeles,Shanghai,Road,Automotive,2222.86,477.38,2.93,5.5,Hurricane,0.721,12.62,1,8971.96
SC-10460,2024-06-15,2024-06-01,Antwerp,Shanghai,Air,Perishables,2204.13,400.27,2.87,1.7,Hurricane,0.762,1.68,1,9648.17
SC-10461,2024-06-30,2024-06-01,Antwerp,Dubai,Road,Pharmaceuticals,9913.55,121.59,2.93,8.2,Clear,0.564,7.93,1,9648.17
SC-10463,2024-01-26,2024-01-01,Shanghai,Singapore,Air,Automotive,8958.85,159.14,4.21,2.9,Clear,0.532,1.09,1,8338.88
SC-10464,2024-07-02,2024-07-01,Singapore,Los Angeles,Rail,Perishables,14451.5,134.13,1.73,8.3,Fog,0.99,20.96,1,9385.31
SC-10465,2024-12-06,2024-12-01,Los Angeles,Hamburg,Air,Automotive,5935.62,253.46,2.42,6.4,Rain,0.559,0.5,1,8916.32
SC-10468,2024-09-11,2024-09-01,Shanghai,Marseille,Air,Textiles,3742.14,422.59,3.84,7.4,Clear,0.741,0.5,0,9237.48
SC-10469,2024-09-30,2024-09-01,Rotterdam,Los Angeles,Rail,Pharmaceuticals,14466.73,180.48,2.93,8.4,Fog,0.568,20.98,1,9237.48
SC-10470,2024-06-12,2024-06-01,Busan,Singapore,Road,Textiles,676.24,343.93,3.09,0.5,Fog,0.692,0.99,0,9648.17
SC-10472,2024-04-20,2024-04-01,Shanghai,Los Angeles,Sea,Textiles,1125.82,31.39,3.86,6.1,Rain,0.6,2.28,1,9464.43
SC-10474,2024-02-09,2024-02-01,Busan,Singapore,Sea,Pharmaceuticals,8151.67,5.9,3.56,5.1,Clear,0.719,14.11,0,8304.95
SC-10476,2024-08-15,2024-08-01,Singapore,Hamburg,Air,Electronics,1570.05,165.36,2.17,7.4,Storm,0.793,0.5,1,8971.96
SC-10477,2024-07-23,2024-07-01,Antwerp,Shanghai,Road,Perishables,8530.89,347.0,1.37,5.5,Rain,0.803,7.8,0,9385.31
SC-10479,2024-12-24,2024-12-01,Dubai,Busan,Sea,Perishables,8084.92,152.74,2.37,1.8,Rain,0.672,15.59,1,8916.32
SC-10480,2024-11-08,2024-11-01,Singapore,Marseille,Air,Textiles,9626.28,406.0,2.03,6.1,Rain,0.923,0.72,0,9075.73
SC-10481,2024-08-21,2024-08-01,Antwerp,Singapore,Sea,Textiles,10588.36,147.66,3.49,2.1,Hurricane,0.544,130.6,1,8971.96
SC-10482,2024-08-16,2024-08-01,Los Angeles,Dubai,Sea,Electronics,7090.85,223.72,3.74,6.1,Rain,0.929,15.56,0,8971.96
SC-10483,2024-01-25,2024-01-01,Busan,Shanghai,Road,Pharmaceuticals,9599.59,363.78,2.01,7.2,Rain,0.742,9.22,1,8338.88
SC-10485,2024-07-16,2024-07-01,Dubai,Singapore,Sea,Textiles,13566.79,493.7,4.0,8.2,Hurricane,0.659,212.15,1,9385.31
SC-10487,2024-12-02,2024-12-01,Antwerp,Hamburg,Rail,Pharmaceuticals,4573.97,331.5,4.29,0.8,Storm,0.876,9.42,0,8916.32
SC-10488,2024-10-12,2024-10-01,Rotterdam,Antwerp,Rail,Textiles,14280.97,305.23,3.27,3.4,Clear,0.892,10.89,0,9533.99
SC-10489,2024-03-12,2024-03-01,Hamburg,Los Angeles,Rail,Perishables,13408.82,457.63,2.26,6.9,Hurricane,0.615,100.41,1,8689.13
SC-10490,2024-10-12,2024-10-01,Busan,Dubai,Sea,Electronics,7107.02,79.02,2.01,5.0,Storm,0.986,37.44,1,9533.99
SC-10491,2024-12-25,2024-12-01,Los Angeles,Antwerp,Sea,Perishables,9491.92,376.15,1.23,1.9,Fog,0.542,22.03,1,8916.32
SC-10497,2024-12-05,2024-12-01,Singapore,Shanghai,Sea,Automotive,1627.15,444.61,3.15,0.3,Hurricane,0.513,17.77,1,8916.32
SC-10498,2024-01-29,2024-01-01,Singapore,Rotterdam,Sea,Automotive,14628.72,285.08,2.18,0.6,Hurricane,0.801,167.07,1,8338.88
SC-10499,2024-04-28,2024-04-01,Shanghai,Singapore,Sea,Electronics,14800.06,316.23,1.32,8.6,Hurricane,0.645,234.84,1,9464.43
SC-10500,2024-09-24,2024-09-01,Singapore,Antwerp,Air,Automotive,10623.34,259.86,1.32,9.6,Storm,0.716,2.34,1,9237.48
SC-10501,2024-07-01,2024-07-01,Antwerp,Busan,Air,Pharmaceuticals,8273.4,26.53,1.29,6.9,Clear,0.744,0.5,0,9385.31
SC-10503,2024-09-28,2024-09-01,Dubai,Hamburg,Road,Perishables,12300.03,246.51,2.25,9.4,Storm,0.743,32.14,1,9237.48
SC-10504,2024-02-09,2024-02-01,Antwerp,Rotterdam,Sea,Pharmaceuticals,10428.6,155.81,3.83,6.6,Clear,0.713,19.37,1,8304.95
SC-10505,2024-04-21,2024-04-01,Dubai,Rotterdam,Rail,Textiles,2857.95,91.7,2.62,8.4,Clear,0.856,3.44,1,9464.43
SC-10508,2024-12-19,2024-12-01,Antwerp,Shanghai,Rail,Electronics,14272.1,129.8,3.55,4.8,Fog,0.603,18.23,1,8916.32
SC-10509,2024-11-17,2024-11-01,Hamburg,Los Angeles,Air,Electronics,11022.93,232.53,2.1,1.9,Hurricane,0.626,4.85,1,9075.73
SC-10513,2024-04-28,2024-04-01,Hamburg,Dubai,Air,Pharmaceuticals,13057.93,354.1,2.66,7.2,Clear,0.826,1.41,0,9464.43
SC-10516,2024-07-13,2024-07-01,Antwerp,Dubai,Air,Automotive,5958.72,404.17,3.25,0.6,Storm,0.656,0.5,1,9385.31
SC-10517,2024-09-17,2024-09-01,Busan,Hamburg,Rail,Perishables,12253.02,384.11,3.0,3.7,Clear,0.956,9.34,0,9237.48
SC-10518,2024-02-15,2024-02-01,Rotterdam,Dubai,Sea,Textiles,14815.5,57.87,3.64,4.6,Storm,0.985,76.23,1,8304.95
SC-10521,2024-01-02,2024-01-01,Hamburg,Antwerp,Air,Textiles,6022.92,289.1,3.44,9.9,Fog,0.885,0.52,1,8338.88
SC-10526,2024-07-20,2024-07-01,Shanghai,Busan,Rail,Electronics,6514.88,319.84,3.12,8.0,Rain,0.988,7.56,1,9385.31
SC-10529,2024-03-12,2024-03-01,Rotterdam,Marseille,Air,Textiles,13038.47,147.03,1.3,5.1,Storm,0.748,2.44,1,8689.13
SC-10531,2024-12-04,2024-12-01,Los Angeles,Shanghai,Rail,Electronics,14995.91,67.57,3.7,6.6,Storm,0.791,41.67,1,8916.32
SC-10533,2024-11-17,2024-11-01,Dubai,Shanghai,Air,Textiles,8553.76,397.71,1.38,0.9,Hurricane,0.603,3.83,1,9075.73
SC-10535,2024-05-07,2024-05-01,Rotterdam,Dubai,Air,Electronics,14199.1,53.05,2.61,9.0,Hurricane,0.832,8.43,1,10139.33
SC-10536,2024-11-03,2024-11-01,Antwerp,Rotterdam,Air,Perishables,12819.89,73.61,2.29,2.8,Fog,0.535,0.85,0,9075.73
SC-10538,2024-11-12,2024-11-01,Shanghai,Rotterdam,Sea,Textiles,7032.89,264.57,3.06,5.3,Rain,0.509,14.81,0,9075.73
SC-10541,2024-11-30,2024-11-01,Antwerp,Dubai,Air,Automotive,9289.53,325.13,3.22,3.0,Hurricane,0.531,2.85,1,9075.73
SC-10544,2024-10-29,2024-10-01,Hamburg,Shanghai,Air,Perishables,9462.86,313.4,4.19,7.5,Clear,0.795,0.61,1,9533.99
SC-10546,2024-05-10,2024-05-01,Dubai,Busan,Sea,Textiles,2146.59,57.09,4.35,6.4,Clear,0.894,4.23,1,10139.33
SC-10547,2024-07-15,2024-07-01,Shanghai,Hamburg,Rail,Pharmaceuticals,10237.81,25.61,4.06,2.4,Hurricane,0.517,64.07,1,9385.31
SC-10552,2024-06-27,2024-06-01,Singapore,Shanghai,Road,Textiles,8502.65,471.55,3.1,1.0,Clear,0.522,4.92,0,9648.17
SC-10555,2024-11-04,2024-11-01,Busan,Dubai,Rail,Perishables,6350.5,355.47,2.88,8.0,Rain,0.886,7.86,1,9075.73
SC-10558,2024-01-01,2024-01-01,Hamburg,Antwerp,Sea,Pharmaceuticals,11449.49,138.27,2.22,9.2,Storm,0.551,69.65,1,8338.88
SC-10559,2024-11-07,2024-11-01,Los Angeles,Rotterdam,Rail,Pharmaceuticals,9494.49,319.91,4.41,9.1,Storm,0.566,29.34,1,9075.73
SC-10560,2024-10-20,2024-10-01,Singapore,Busan,Air,Perishables,10709.16,171.14,1.59,5.3,Fog,0.57,1.06,0,9533.99
SC-10561,2024-08-03,2024-08-01,Los Angeles,Dubai,Road,Electronics,3587.98,498.84,4.36,2.2,Hurricane,0.523,19.23,1,8971.96
SC-10566,2024-11-25,2024-11-01,Singapore,Busan,Sea,Textiles,6187.54,348.65,4.01,5.1,Hurricane,0.84,87.17,1,9075.73
SC-10571,2024-08-06,2024-08-01,Dubai,Singapore,Road,Pharmaceuticals,11862.97,33.57,3.99,5.7,Hurricane,0.581,71.46,1,8971.96
SC-10574,2024-06-22,2024-06-01,Los Angeles,Hamburg,Road,Automotive,13004.27,324.02,4.19,1.7,Clear,0.971,7.49,0,9648.17
SC-10576,2024-03-27,2024-03-01,Shanghai,Rotterdam,Rail,Automotive,2632.57,325.44,4.42,4.6,Rain,0.891,2.35,0,8689.13
SC-10577,2024-10-17,2024-10-01,Shanghai,Antwerp,Road,Automotive,13935.52,491.26,4.18,6.6,Storm,0.836,32.97,1,9533.99
SC-10582,2024-12-09,2024-12-01,Los Angeles,Shanghai,Rail,Textiles,7642.96,413.37,2.76,2.1,Fog,0.668,8.59,0,8916.32
SC-10583,2024-04-05,2024-04-01,Los Angeles,Dubai,Road,Electronics,5266.9,351.05,3.03,5.5,Hurricane,0.612,31.31,1,9464.43
SC-10584,2024-08-28,2024-08-01,Busan,Marseille,Sea,Textiles,9684.31,230.21,2.95,1.1,Hurricane,0.726,114.07,1,8971.96
SC-10586,2024-11-13,2024-11-01,Singapore,Busan,Rail,Textiles,1600.02,214.02,1.45,2.1,Rain,0.673,0.93,0,9075.73
SC-10587,2024-08-18,2024-08-01,Hamburg,Shanghai,Air,Electronics,2368.76,235.04,4.16,4.0,Clear,0.687,0.5,1,8971.96
SC-10588,2024-07-22,2024-07-01,Rotterdam,Shanghai,Sea,Textiles,2356.66,464.35,3.85,1.1,Rain,0.93,3.76,0,9385.31
SC-10589,2024-05-30,2024-05-01,Antwerp,Rotterdam,Air,Electronics,2702.59,320.9,1.66,0.3,Hurricane,0.758,0.88,1,10139.33
SC-10590,2024-01-26,2024-01-01,Shanghai,Marseille,Air,Electronics,2512.99,156.51,3.76,6.6,Fog,0.768,0.5,1,8338.88
SC-10591,2024-02-17,2024-02-01,Shanghai,Antwerp,Road,Automotive,9792.68,263.13,3.27,6.1,Storm,0.93,22.66,0,8304.95
SC-10592,2024-09-07,2024-09-01,Hamburg,Antwerp,Rail,Automotive,3137.26,33.96,2.55,7.1,Rain,0.745,4.7,0,9237.48
SC-10595,2024-03-15,2024-03-01,Hamburg,Dubai,Road,Automotive,7372.44,239.46,3.51,2.9,Hurricane,0.589,39.25,1,8689.13
SC-10600,2024-07-18,2024-07-01,Los Angeles,Marseille,Rail,Electronics,2949.56,134.8,1.84,3.4,Storm,0.926,7.71,1,9385.31
SC-10605,2024-09-06,2024-09-01,Busan,Singapore,Air,Perishables,7181.29,299.24,1.89,2.1,Hurricane,0.851,4.34,1,9237.48
SC-10606,2024-05-31,2024-05-01,Shanghai,Rotterdam,Air,Perishables,3491.84,434.98,3.34,7.8,Storm,0.508,0.83,1,10139.33
SC-10609,2024-01-06,2024-01-01,Antwerp,Los Angeles,Rail,Electronics,10510.73,230.19,4.07,5.5,Storm,0.823,28.33,0,8338.88
SC-10610,2024-04-19,2024-04-01,Los Angeles,Dubai,Road,Pharmaceuticals,1070.03,39.41,2.97,5.6,Rain,0.682,0.5,0,9464.43
SC-10612,2024-08-12,2024-08-01,Dubai,Antwerp,Road,Textiles,9604.56,410.81,1.66,2.7,Clear,0.953,6.69,0,8971.96
SC-10613,2024-06-29,2024-06-01,Antwerp,Singapore,Sea,Textiles,1685.51,123.08,2.35,3.5,Fog,0.816,4.74,1,9648.17
SC-10617,2024-02-21,2024-02-01,Los Angeles,Marseille,Sea,Pharmaceuticals,4514.73,122.35,4.09,7.0,Clear,0.989,8.98,0,8304.95
SC-10619,2024-09-12,2024-09-01,Shanghai,Los Angeles,Rail,Pharmaceuticals,11349.77,97.05,1.77,4.4,Storm,0.736,28.2,1,9237.48
SC-10620,2024-05-04,2024-05-01,Antwerp,Singapore,Sea,Textiles,3175.55,51.84,2.38,4.3,Rain,0.749,6.5,0,10139.33
SC-10622,2024-05-16,2024-05-01,Shanghai,Hamburg,Sea,Electronics,5871.85,410.43,3.23,8.1,Hurricane,0.802,91.82,1,10139.33
SC-10628,2024-11-20,2024-11-01,Hamburg,Marseille,Air,Automotive,1031.91,273.69,1.89,8.8,Clear,0.975,0.5,0,9075.73
SC-10635,2024-06-11,2024-06-01,Hamburg,Marseille,Road,Perishables,6987.48,29.44,4.37,0.3,Fog,0.696,6.88,0,9648.17
SC-10638,2024-09-22,2024-09-01,Los Angeles,Shanghai,Air,Perishables,4404.03,9.73,3.68,8.3,Fog,0.934,0.5,1,9237.48
SC-10639,2024-09-10,2024-09-01,Los Angeles,Antwerp,Sea,Textiles,5970.62,25.45,2.08,7.5,Clear,0.547,10.76,0,9237.48
SC-10641,2024-10-10,2024-10-01,Rotterdam,Hamburg,Road,Automotive,5170.15,409.93,4.15,4.3,Fog,0.675,6.16,1,9533.99
SC-10645,2024-09-01,2024-09-01,Busan,Antwerp,Road,Perishables,13412.65,137.83,1.44,9.4,Fog,0.919,18.3,0,9237.48
SC-10646,2024-10-08,2024-10-01,Singapore,Busan,Sea,Automotive,9107.09,14.28,4.14,8.1,Clear,0.532,18.72,0,9533.99
SC-10648,2024-03-20,2024-03-01,Busan,Rotterdam,Rail,Perishables,11942.98,313.2,4.48,2.0,Fog,0.505,12.33,0,8689.13
SC-10650,2024-10-19,2024-10-01,Dubai,Marseille,Sea,Electronics,1760.34,371.1,4.29,0.3,Clear,0.81,2.94,0,9533.99
SC-10651,2024-08-28,2024-08-01,Busan,Antwerp,Rail,Pharmaceuticals,8288.04,337.94,3.93,2.4,Storm,0.822,19.43,1,8971.96
SC-10652,2024-10-05,2024-10-01,Hamburg,Singapore,Sea,Textiles,9009.2,103.74,3.99,7.7,Hurricane,0.687,139.21,1,9533.99
SC-10653,2024-12-09,2024-12-01,Busan,Los Angeles,Road,Pharmaceuticals,11308.87,176.89,3.08,2.4,Hurricane,0.604,60.49,1,8916.32
SC-10654,2024-11-23,2024-11-01,Rotterdam,Shanghai,Air,Perishables,6759.06,63.93,2.46,7.3,Clear,0.86,0.5,0,9075.73
SC-10656,2024-03-23,2024-03-01,Antwerp,Dubai,Sea,Pharmaceuticals,4614.75,338.42,2.63,4.0,Storm,0.569,22.87,1,8689.13
SC-10657,2024-05-21,2024-05-01,Los Angeles,Dubai,Air,Perishables,5764.69,429.44,2.98,9.8,Rain,0.743,1.07,1,10139.33
SC-10658,2024-06-03,2024-06-01,Rotterdam,Singapore,Road,Electronics,9865.8,481.4,2.67,2.4,Clear,0.624,6.21,0,9648.17
SC-10659,2024-08-24,2024-08-01,Singapore,Rotterdam,Rail,Pharmaceuticals,8776.29,314.55,3.06,3.8,Hurricane,0.584,58.16,1,8971.96
SC-10662,2024-06-05,2024-06-01,Singapore,Busan,Sea,Perishables,9283.73,406.61,4.11,4.9,Fog,0.608,24.06,0,9648.17
SC-10664,2024-08-07,2024-08-01,Antwerp,Shanghai,Sea,Perishables,1975.85,309.52,3.14,6.9,Hurricane,0.983,29.9,1,8971.96
SC-10665,2024-03-06,2024-03-01,Rotterdam,Antwerp,Rail,Electronics,2716.46,390.95,1.66,8.2,Hurricane,0.924,22.33,1,8689.13
SC-10668,2024-12-04,2024-12-01,Busan,Marseille,Sea,Automotive,3205.22,29.05,3.53,6.2,Fog,0.812,8.2,1,8916.32
SC-10672,2024-03-04,2024-03-01,Los Angeles,Singapore,Air,Perishables,1663.39,320.58,1.88,2.0,Fog,0.797,0.5,0,8689.13
SC-10673,2024-07-30,2024-07-01,Antwerp,Los Angeles,Rail,Automotive,8105.42,157.77,1.8,8.2,Fog,0.644,11.82,1,9385.31
SC-10678,2024-01-21,2024-01-01,Rotterdam,Los Angeles,Air,Electronics,14557.32,356.4,1.82,9.1,Storm,0.702,3.38,1,8338.88
SC-10682,2024-01-07,2024-01-01,Busan,Singapore,Rail,Automotive,2977.87,457.5,2.02,0.0,Storm,0.739,6.06,0,8338.88
SC-10683,2024-12-26,2024-12-01,Dubai,Marseille,Rail,Pharmaceuticals,10195.33,106.65,3.61,7.6,Rain,0.772,11.76,1,8916.32
SC-10684,2024-11-01,2024-11-01,Dubai,Marseille,Sea,Automotive,13975.95,72.98,2.65,7.6,Rain,0.637,32.11,0,9075.73
SC-10690,2024-08-13,2024-08-01,Dubai,Busan,Sea,Automotive,5193.35,117.21,3.59,1.8,Clear,0.666,6.69,1,8971.96
SC-10692,2024-08-12,2024-08-01,Antwerp,Marseille,Air,Electronics,7860.35,342.03,4.35,5.3,Rain,0.923,0.5,1,8971.96
SC-10693,2024-10-06,2024-10-01,Hamburg,Dubai,Sea,Pharmaceuticals,4014.94,297.25,1.84,0.8,Storm,0.991,17.2,0,9533.99
SC-10696,2024-01-30,2024-01-01,Rotterdam,Dubai,Sea,Electronics,4685.14,224.54,4.39,8.5,Storm,0.64,28.11,1,8338.88
SC-10698,2024-12-10,2024-12-01,Shanghai,Rotterdam,Sea,Perishables,2738.26,492.06,3.6,6.2,Fog,0.99,7.44,1,8916.32
SC-10702,2024-06-18,2024-06-01,Antwerp,Rotterdam,Rail,Pharmaceuticals,5380.76,282.73,1.75,4.1,Hurricane,0.703,35.67,1,9648.17
SC-10704,2024-05-10,2024-05-01,Rotterdam,Antwerp,Rail,Perishables,1418.94,457.73,1.52,2.1,Storm,0.878,4.44,1,10139.33
SC-10707,2024-01-28,2024-01-01,Singapore,Antwerp,Air,Pharmaceuticals,12243.18,52.63,2.98,0.4,Hurricane,0.724,5.57,1,8338.88
